customer_id,customer_name,phone_number,vendor_name,item_id,item,item_img_url,rating,section,section_number,distance,rnk
225,Stacy Santos,662.719.8141x583,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.08581576,244,296,52,1
226,Samuel Lee,264.618.9721,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.107071,244,287,43,1
227,Lucas Adams,594-913-1688x002,South Club Cafe,350,Cake Slice,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/46_Cake_Slice.jpg?raw=true,0.17186971,214,218,4,1
228,Ashley Wilson,597-410-3358x5024,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.083631404,244,334,90,1
229,Melinda Myers,925.288.8102,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.1958006,244,294,50,1
230,Mario Davis,001-733-260-1580,Streats of Detroit,170,Cheese Cups,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true,0.12564038,137,165,28,1
231,Crystal King,770-455-2245,Turf Tavern,286,Bottled Water,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true,0.15741077,132,125,7,1
232,Terry Martinez,898-279-8054x23167,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.102428794,244,334,90,1
233,Patricia Crosby,315-525-1510x18314,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.14512399,244,340,96,1
234,Benjamin Hicks,001-684-806-0296,Streats of Detroit,141,Gatorade,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/23_red_jouce.jpg?raw=true,0.057604775,124,124,0,1
234,Benjamin Hicks,001-684-806-0296,Streats of Detroit,134,Popcorn,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true,0.060628455,124,124,0,1
234,Benjamin Hicks,001-684-806-0296,Streats of Detroit,140,Bottled Water,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true,0.065340094,124,124,0,1
235,Christopher Carter,3472005159,Kickoff Classics,312,Chicken Tender Basket,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/13_chicken_wing.jpg?raw=true,0.13654363,208,200,8,1
236,Bonnie Shea,+1-604-534-4689,Streats of Detroit,110,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.1207103,109,112,3,1
237,Tamara Wolf,(888)376-6704x0133,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.045477465,244,343,99,1
238,Dr. Holly Rodriguez,(217)430-7536,Big Boy,11,Bottled Water,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true,0.11385294,108,110,2,1
239,Allison Shepard,9156487872,Streats of Detroit,113,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.07226182,109,107,2,1
240,Joseph Medina,001-934-809-6259,Streats of Detroit,198,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.13795885,227,303,76,1
241,John Carlson,(651)247-0171x998,Kickoff Classics,312,Chicken Tender Basket,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/13_chicken_wing.jpg?raw=true,0.08471213,208,200,8,1
242,Kimberly Taylor,641-705-4399x35619,Streats of Detroit,143,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.11415137,126,131,5,1
243,Diane Kim,728.981.3284x2550,Streats of Detroit,198,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.085000746,227,269,42,1
244,Sean Moore,472.399.8396,Streats of Detroit,192,Cheese Cups,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true,0.18062322,223,322,99,1
245,Keith Jackson,(625)736-1412x630,Turf Tavern,286,Bottled Water,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true,0.09702067,132,132,0,1
246,Nicole Estrada,+1-237-930-0556x55136,Streats of Detroit,170,Cheese Cups,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true,0.13240312,137,136,1,1
247,Rhonda Taylor MD,431-795-5429,Streats of Detroit,198,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.18559042,227,317,90,1
248,Eric Robinson,(502)385-2308x739,South East Pub,346,Craft Beer,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/26_cluft_beer.jpg?raw=true,0.12382326,214,198,16,1
248,Eric Robinson,(502)385-2308x739,South East Pub,341,Premium Cocktail,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/25_color_juice.jpg?raw=true,0.12086227,214,198,16,1
249,John Day,993-506-6956,Streats of Detroit,198,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.11268416,227,254,27,1
250,Michelle Cabrera,236.286.7238,Streats of Detroit,190,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.12761493,223,290,67,1
251,Antonio Evans,664.672.3264,Streats of Detroit,167,Popcorn,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true,0.13064042,137,142,5,1
251,Antonio Evans,664.672.3264,Streats of Detroit,168,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.13331316,137,142,5,1
252,Elizabeth Mack,001-706-785-6594x45608,Streats of Detroit,126,Cheese Cups,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true,0.12877509,120,123,3,1
252,Elizabeth Mack,001-706-785-6594x45608,Streats of Detroit,143,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.14614062,126,123,3,1
253,Timothy Jennings,(344)618-7846,Streats of Detroit,198,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.109693415,227,231,4,1
254,Luis Nelson,750.709.6803x73462,Streats of Detroit,190,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.16856347,223,344,121,1
255,Bradley Caldwell,223.303.5068,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.19947107,244,330,86,1
256,Anthony Foster,+1-985-420-9391x74027,Streats of Detroit,204,Domestic Beer,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true,0.19279946,227,321,94,1
256,Anthony Foster,+1-985-420-9391x74027,Streats of Detroit,198,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.22523893,227,321,94,1
257,Melissa Evans,308.782.5763,Streats of Detroit,198,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.1289946,227,253,26,1
258,Brett King,2928212396,Streats of Detroit,142,Value Meal,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true,0.1059082,126,125,1,1
258,Brett King,2928212396,Streats of Detroit,141,Gatorade,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/23_red_jouce.jpg?raw=true,0.116688415,124,125,1,1
258,Brett King,2928212396,Streats of Detroit,134,Popcorn,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true,0.11883893,124,125,1,1
258,Brett King,2928212396,Streats of Detroit,140,Bottled Water,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true,0.12318357,124,125,1,1
259,Kim Miller,(999)922-2628x4787,Streats of Detroit,190,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.1702878,223,273,50,1
260,Brian Ramirez,(205)961-1087x75060,Streats of Detroit,190,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.16267356,223,326,103,1
261,Jennifer Mann,001-234-921-5165,Hungry Howie's,78,Pepperoni Pizza,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/36_Sausage_Peppers_Pizza.jpeg?raw=true,0.15583421,226,225,1,1
262,Tina Adams,251-542-8950,Streats of Detroit,190,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.12486819,223,331,108,1
263,Melanie Owens,323-442-9056,Streats of Detroit,190,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.17305559,223,241,18,1
264,Charles Wallace,(525)504-8928x09637,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.16741754,244,318,74,1
265,Joshua Lucas,001-803-297-4506x388,Turf Tavern,288,Domestic Beer,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true,0.13481621,236,246,10,1
266,Mrs. Robin Williams DDS,001-361-709-7906x289,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.20916228,244,287,43,1
267,Kevin Smith,001-552-785-2456x13446,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.18800403,244,250,6,1
268,Sara Khan,+1-399-413-0406,South East Pub,346,Craft Beer,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/26_cluft_beer.jpg?raw=true,0.18217985,214,216,2,1
268,Sara Khan,+1-399-413-0406,South East Pub,341,Premium Cocktail,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/25_color_juice.jpg?raw=true,0.20286857,214,216,2,1
269,Louis Hamilton,+1-652-532-4145x6199,Streats of Detroit,131,Value Meal,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true,0.07953496,124,125,1,1
270,Michael Leblanc,001-529-582-9538x34105,Kickoff Classics,303,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.091753796,208,214,6,1
270,Michael Leblanc,001-529-582-9538x34105,Sonny's Hamburgers,326,Domestic Beer,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true,0.10080373,208,214,6,1
271,Rebecca King,6045662467,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.1745463,244,257,13,1
272,James Smith,(575)459-4637x52112,Big Boy,11,Bottled Water,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true,0.18614472,108,109,1,1
273,Mathew Wall,001-664-910-3624x690,Streats of Detroit,170,Cheese Cups,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true,0.16436835,137,156,19,1
274,Alexandria Erickson,(463)529-3272,Streats of Detroit,192,Cheese Cups,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true,0.16730037,223,289,66,1
275,Victoria Christian,(877)411-7526x120,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.23079419,244,286,42,1
276,Anthony Sawyer,983-260-4283,Streats of Detroit,198,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.06435991,227,345,118,1
277,Michael Mcintosh,366-968-4504x4514,Downtown Counter,41,Bottomless Souvenir Popcorn,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true,0.20066315,139,157,18,1
278,Bryan Jacobson,456.635.8282x2217,Streats of Detroit,190,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.092233285,223,187,36,1
279,Jared Kim,001-526-366-0857x96614,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.15032354,244,262,18,1
280,Matthew Torres,(764)232-2608x1546,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.05395847,244,327,83,1
281,Robert Gomez,(652)725-5514x158,Sonny's Hamburgers,327,Bottomless Souvenir Soda,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/25_color_juice.jpg?raw=true,0.06426988,208,202,6,1
282,Nichole Shaw,(560)505-2277x84310,Streats of Detroit,192,Cheese Cups,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true,0.14723463,223,232,9,1
283,Stephen Cabrera,498-828-9190x37331,Streats of Detroit,190,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.07690704,223,220,3,1
284,Alicia Rodriguez,(881)272-6157x9752,Streats of Detroit,170,Cheese Cups,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true,0.18671206,137,163,26,1
285,Barry Garza,001-968-325-9889x713,Novella's Pizza,314,Pepperoni Pizza,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/36_Sausage_Peppers_Pizza.jpeg?raw=true,0.117610216,212,176,36,1
286,Bradley Hess,(418)432-8291x49901,Streats of Detroit,198,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.107330106,227,300,73,1
287,William Hughes,(467)210-9837x3656,Streats of Detroit,120,Value Meal,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true,0.17766742,120,116,4,1
288,Olivia Meyer,398.850.1868,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.25688562,244,306,62,1
289,Jonathan Brooks,001-394-494-8738x583,Streats of Detroit,168,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.107776225,137,151,14,1
290,Jeffrey Sanchez,001-859-807-4476x5534,Turf Tavern,288,Domestic Beer,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true,0.1074886,236,236,0,1
291,Michael Keller,(483)971-3230,Turf Tavern,288,Domestic Beer,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true,0.13582818,236,346,110,1
292,Jerry Garcia,(611)593-8607x7112,Streats of Detroit,192,Cheese Cups,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true,0.19029978,223,330,107,1
293,Russell Lowe,744.279.0093x1699,Streats of Detroit,179,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.18977353,217,210,7,1
294,Cassandra Rivera,728-675-6307x49886,Streats of Detroit,147,Peanuts,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/48_Peanuts.jpg?raw=true,0.091355376,126,139,13,1
294,Cassandra Rivera,728-675-6307x49886,Streats of Detroit,142,Value Meal,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true,0.097757034,126,139,13,1
295,Elizabeth Henry,442-779-8522,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.16684298,244,248,4,1
296,Leslie Proctor,4608689979,Streats of Detroit,170,Cheese Cups,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true,0.20394336,137,172,35,1
297,Lindsay Rodriguez,(799)690-2609x85613,Streats of Detroit,190,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.082348324,223,266,43,1
298,Dustin Johnson,(204)333-0588x6814,Downtown Counter,41,Bottomless Souvenir Popcorn,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true,0.09470622,139,171,32,1
299,Curtis Booth,(901)725-0004x57307,Streats of Detroit,112,Popcorn,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true,0.18129852,109,110,1,1
300,Guy Burton,7335936558,Streats of Detroit,192,Cheese Cups,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true,0.1146295,223,229,6,1
301,Anna Gill,+1-382-736-7081x263,Streats of Detroit,179,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.18829593,217,196,21,1
302,George Ramos,(825)811-4837x7060,South East Pub,341,Premium Cocktail,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/25_color_juice.jpg?raw=true,0.17391632,214,217,3,1
303,Erik Sosa,(221)838-3998x779,Streats of Detroit,190,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.15320118,223,312,89,1
304,Anthony Brown,5366890743,Streats of Detroit,190,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.13759443,223,333,110,1
305,Crystal Juarez,+1-627-398-2488,Streats of Detroit,198,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.080324434,227,317,90,1
306,Elizabeth White,001-324-401-0282,Streats of Detroit,198,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.08925565,227,274,47,1
307,Katherine Wagner,838.528.5058x513,South East Pub,338,Seltzer,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/30_Seltzer.jpg?raw=true,0.12747933,206,180,26,1
308,Robin Brandt,001-277-506-4495x9217,Streats of Detroit,190,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.07943831,223,224,1,1
309,Suzanne Harris,7642309819,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.0758367,244,276,32,1
310,Hayden Woods,(384)471-4306x83881,Streats of Detroit,192,Cheese Cups,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true,0.10072086,223,229,6,1
311,Kathy Miller,861.322.5411,Kickoff Classics,312,Chicken Tender Basket,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/13_chicken_wing.jpg?raw=true,0.09844442,208,202,6,1
312,Kyle Levine,001-898-667-7019x184,Kickoff Classics,309,Bottomless Souvenir Popcorn,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true,0.08164119,208,203,5,1
312,Kyle Levine,001-898-667-7019x184,Kickoff Classics,303,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.08021077,208,203,5,1
312,Kyle Levine,001-898-667-7019x184,Sonny's Hamburgers,326,Domestic Beer,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true,0.07754301,208,203,5,1
313,Jason Perez,6682911386,Big Boy,21,Grilled Chicken Breast Sandwich ,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/42_Sandwich.png?raw=true,0.086546496,230,339,109,1
313,Jason Perez,6682911386,Big Boy,27,Domestic Beer,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true,0.08811596,230,339,109,1
314,Barbara Rogers,747-833-9078,Turf Tavern,288,Domestic Beer,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true,0.13395956,236,235,1,1
315,Stephen Cortez,582-453-7706,Snack Zone,104,Cheese Chips,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/50_Cheese_Chips.jpg?raw=true,0.10830496,117,115,2,1
316,Michael Harris,964-879-4448,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.15694958,244,303,59,1
317,Jessica Marquez,(790)947-9311,Big Boy,21,Grilled Chicken Breast Sandwich ,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/42_Sandwich.png?raw=true,0.10745509,230,309,79,1
317,Jessica Marquez,(790)947-9311,Big Boy,27,Domestic Beer,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true,0.10911414,230,309,79,1
318,Susan Foster,001-996-247-5543,Streats of Detroit,190,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.14124347,223,341,118,1
319,Brian Mcmillan,533.516.2845x3703,Streats of Detroit,231,Nacho Grande,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true,0.08657897,244,254,10,1
320,April Smith,363.353.4316,Streats of Detroit,168,Pretzel,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true,0.1263221,137,169,32,1
321,Sarah Johnson,994.380.7390,South East Pub,346,Craft Beer,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/26_cluft_beer.jpg?raw=true,0.07521354,214,296,82,1
321,Sarah Johnson,994.380.7390,South East Pub,341,Premium Cocktail,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/25_color_juice.jpg?raw=true,0.10849835,214,296,82,1
322,Kristine Anthony,3464660543,Streats of Detroit,170,Cheese Cups,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true,0.16074963,137,140,3,1
323,Aaron Wong,001-312-897-6186x2613,Streats of Detroit,192,Cheese Cups,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true,0.13913801,223,336,113,1
324,Kelly Brown,257-872-0750,Kickoff Classics,312,Chicken Tender Basket,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/13_chicken_wing.jpg?raw=true,0.14494413,208,188,20,1
325,Rebecca Villarreal,+1-984-586-2118x10206,South Club Cafe,350,Cake Slice,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/46_Cake_Slice.jpg?raw=true,0.1917778,214,213,1,1
326,Laurie Wheeler,(845)943-5244x12985,Streats of Detroit,148,Cheese Cups,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true,0.09398522,126,121,5,1
327,Alicia Carter,6555105935,Kickoff Classics,312,Chicken Tender Basket,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/13_chicken_wing.jpg?raw=true,0.12279731,208,186,22,1
328,Nathan Bryant,001-704-775-2862x28454,Big Boy,21,Grilled Chicken Breast Sandwich ,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/42_Sandwich.png?raw=true,0.08702173,230,300,70,1
329,Elizabeth Mathis,(301)593-7252,Novella's Pizza,314,Pepperoni Pizza,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/36_Sausage_Peppers_Pizza.jpeg?raw=true,0.10207784,212,194,18,1
330,Roberto Gonzales,001-932-319-5659,Streats of Detroit,112,Popcorn,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true,0.040831737,109,112,3,1
331,Kelly Barr,460-842-0186x498,Downtown Counter,41,Bottomless Souvenir Popcorn,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true,0.070525885,139,144,5,1
332,Alisha Ware,736-776-4337x93687,Hungry Howie's,78,Pepperoni Pizza,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/36_Sausage_Peppers_Pizza.jpeg?raw=true,0.08805994,226,247,21,1
