customer_id,customer_name,phone_number,item_id,rating,vendor_id,vendor_location_number,vendor_name,vendor_scope,section,item_type,item,price,error,item_img_url
98,Dana Ewing,+1-749-426-3956x06620,139,0.12118034,17,3,Streats of Detroit,Food,124,Non-Alcoholic,Regular or Large Soda,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/23_red_jouce.jpg?raw=true
885,Lisa Allen,+1-883-722-7675x9764,140,0.071137555,17,3,Streats of Detroit,Food,124,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
857,James Hunt,673-947-9029x87772,141,0.10889324,17,3,Streats of Detroit,Food,124,Non-Alcoholic,Gatorade,9.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/23_red_jouce.jpg?raw=true
630,Michael Brewer,(974)383-5511x854,142,0.08183843,17,4,Streats of Detroit,Food,126,Hot Dog,Value Meal,13.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true
842,Maria Meyers,615.251.7845,143,0.23201145,17,4,Streats of Detroit,Food,126,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
851,Ricky Brown,+1-429-499-7588x8146,148,0.074145816,17,4,Streats of Detroit,Food,126,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
633,Renee Flores,682.851.7053,159,0.117407076,17,5,Streats of Detroit,Food,130,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
808,Amanda Walter,001-281-949-8475x451,167,0.1284207,17,6,Streats of Detroit,Food,137,Snack,Popcorn,7.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
852,Sharon Wood,727.846.5120,168,0.08971705,17,6,Streats of Detroit,Food,137,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
922,Haley Hall,+1-943-374-7528x0800,170,0.22711906,17,6,Streats of Detroit,Food,137,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
894,Amy Washington,(664)263-5799x13058,179,0.22168496,17,7,Streats of Detroit,Food,217,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
235,Christopher Carter,3472005159,182,0.13382408,17,7,Streats of Detroit,Food,217,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
830,Marie Padilla,727-437-1049x538,188,0.08940384,17,8,Streats of Detroit,Food,223,Hot Dog,Hot Dog,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true
887,Clifford Lee,+1-303-964-7518x063,190,0.11722901,17,8,Streats of Detroit,Food,223,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
872,Andrew Aguirre,(869)792-3551,192,0.092962086,17,8,Streats of Detroit,Food,223,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
851,Ricky Brown,+1-429-499-7588x8146,198,0.08704802,17,9,Streats of Detroit,Food,227,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
173,Clinton Hill,(285)807-4198x9184,214,0.08601768,17,10,Streats of Detroit,Food,238,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
264,Charles Wallace,(525)504-8928x09637,215,0.117252715,17,10,Streats of Detroit,Food,238,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
918,Donald Richardson,+1-387-920-2570,231,0.11635316,17,12,Streats of Detroit,Food,244,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
722,Justin Macdonald,001-635-676-8321x747,242,0.12094,19,1,Tailgate Grill,Food,120,Sandwich,Chicken Tenders with Fries,17.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/38_Wing_Dings_Fries.jpg?raw=true
657,Dawn Smith,309-868-8735,248,0.19472754,19,1,Tailgate Grill,Food,120,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
819,Jennifer Greer,(864)223-0313x4203,286,0.069192186,20,3,Turf Tavern,Bar,132,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
865,Shannon Kelly,001-672-886-4519,288,0.080561474,20,3,Turf Tavern,Bar,236,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
812,Jasmine Robles,001-935-321-8680x2356,303,0.10892372,23,1,Kickoff Classics,Food,208,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
677,Meghan Miranda,656-436-2102,309,0.10554656,23,1,Kickoff Classics,Food,208,Snack,Bottomless Souvenir Popcorn,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
738,Randy Baker,001-412-733-6882,312,0.13108906,23,1,Kickoff Classics,Food,208,Sandwich,Chicken Tender Basket,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/13_chicken_wing.jpg?raw=true
859,Bradley Blake,855-575-0534,314,0.07276419,24,1,Novella's Pizza,Food,212,Pizza,Pepperoni Pizza,12.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/36_Sausage_Peppers_Pizza.jpeg?raw=true
848,Anthony Richards,+1-431-824-9870x715,320,0.15298802,24,1,Novella's Pizza,Food,212,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
884,Michelle Thomas,376.932.1420x57692,326,0.17096718,25,1,Sonny's Hamburgers,Food,208,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
813,Richard Downs,786.407.5293x15792,327,0.067411296,25,1,Sonny's Hamburgers,Food,208,Non-Alcoholic,Bottomless Souvenir Soda,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/25_color_juice.jpg?raw=true
636,Maurice Walker,001-552-682-2046x8584,338,0.068838306,26,1,South East Pub,Bar,206,Alcohol,Seltzer,12.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/30_Seltzer.jpg?raw=true
887,Clifford Lee,+1-303-964-7518x063,341,0.11960714,26,2,South East Pub,Bar,214,Alcohol,Premium Cocktail,15.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/25_color_juice.jpg?raw=true
821,Brandon Johnson,931-394-6067x63681,346,0.19446121,26,2,South East Pub,Bar,214,Alcohol,Craft Beer,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/26_cluft_beer.jpg?raw=true
602,Richard Myers,+1-345-915-7480,348,0.19068015,26,2,South East Pub,Bar,214,Alcohol,Wine,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/28_wine.png?raw=true
465,Marvin Haas,001-225-647-8143,350,0.10678937,27,1,South Club Cafe,Food,214,Snack,Cake Slice,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/46_Cake_Slice.jpg?raw=true
752,Jason Esparza,001-285-693-8193,11,0.12308878,2,1,Big Boy,Food,108,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
856,Kirsten Mclean,(874)487-6874x97904,19,0.1246821,2,2,Big Boy,Food,127,Non-Alcoholic,Regular or Large Soda,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/23_red_jouce.jpg?raw=true
784,Dana Logan,+1-231-350-4973,27,0.13253917,2,3,Big Boy,Food,230,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
892,Craig Smith,347.605.0115x58757,31,0.13091508,3,2,Coppercraft Distillery,Bar,121,Alcohol,Cocktails and Domestic Beer,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/26_cluft_beer.jpg?raw=true
185,Jerry Brown,001-770-470-6982x5490,40,0.0575768,5,1,Downtown Counter,Food,139,Hot Dog,Hot Dog,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true
811,Dr. Rebecca Walker,735.534.5469x232,41,0.06657225,5,1,Downtown Counter,Food,139,Snack,Bottomless Souvenir Popcorn,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
527,Shane Simon,7126957486,53,0.068904646,6,1,Goal Post Grill & Pizzeria,Food,119,Snack,Peanuts,7.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/48_Peanuts.jpg?raw=true
857,James Hunt,673-947-9029x87772,70,0.11775333,9,2,Hungry Howie's,Food,123,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
547,Anna Avery,001-804-447-7969x207,77,0.10518136,9,4,Hungry Howie's,Food,226,Pizza,Cheese Pizza,12.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/05_pizza.jpg?raw=true
863,Emily Harris,001-226-255-8704x77317,78,0.1325268,9,4,Hungry Howie's,Food,226,Pizza,Pepperoni Pizza,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/36_Sausage_Peppers_Pizza.jpeg?raw=true
723,Vincent Williams,542.703.4296x51544,85,0.046795797,11,1,Lefty's Cheesesteaks,Food,103,Sandwich,Lefty's Cheesteak,16.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/15_sandwiches.jpg?raw=true
822,Diana Johnston,(940)478-8193,88,0.061605494,11,1,Lefty's Cheesesteaks,Food,103,Sandwich,Chicken Hoagie,15.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/40_Chicken_Hoagie.png?raw=true
701,Paula Allen,756.276.8896,104,0.16330577,16,1,Snack Zone,Food,117,Snack,Cheese Chips,9.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/50_Cheese_Chips.jpg?raw=true
886,Sydney Anderson,001-842-405-2185x765,112,0.099932365,17,1,Streats of Detroit,Food,109,Snack,Popcorn,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
813,Richard Downs,786.407.5293x15792,113,0.06770375,17,1,Streats of Detroit,Food,109,Pretzels,Pretzel,7.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
63,Cassandra Baker,762-701-4825x57501,120,0.11357355,17,2,Streats of Detroit,Food,120,Hot Dog,Value Meal,13.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true
894,Amy Washington,(664)263-5799x13058,124,0.2081038,17,2,Streats of Detroit,Food,120,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
856,Kirsten Mclean,(874)487-6874x97904,131,0.12826361,17,3,Streats of Detroit,Food,124,Hot Dog,Value Meal,13.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true
852,Sharon Wood,727.846.5120,134,0.09242519,17,3,Streats of Detroit,Food,124,Snack,Popcorn,7.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
91,Thomas Anderson,210-930-0800,139,0.2224603,17,3,Streats of Detroit,Food,124,Non-Alcoholic,Regular or Large Soda,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/23_red_jouce.jpg?raw=true
880,Joseph French,622-869-6719,140,0.10676544,17,3,Streats of Detroit,Food,124,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
853,Justin Smith,737-203-3436x58110,141,0.13802974,17,3,Streats of Detroit,Food,124,Non-Alcoholic,Gatorade,9.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/23_red_jouce.jpg?raw=true
627,Jeffrey Smith,504.652.6235x9316,142,0.07558019,17,4,Streats of Detroit,Food,126,Hot Dog,Value Meal,13.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true
838,Thomas Zimmerman,259-519-0639,143,0.06494608,17,4,Streats of Detroit,Food,126,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
845,Amy Mata,(970)219-3600,148,0.08456764,17,4,Streats of Detroit,Food,126,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
604,Oscar Scott,(666)953-1980x40270,159,0.06789676,17,5,Streats of Detroit,Food,130,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
799,Rebecca Jones,(464)494-0009,167,0.098081246,17,6,Streats of Detroit,Food,137,Snack,Popcorn,7.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
846,Angela Lawrence,001-752-312-0675x6457,168,0.13144915,17,6,Streats of Detroit,Food,137,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
919,James Hunter,371.303.9562x8450,170,0.17920299,17,6,Streats of Detroit,Food,137,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
893,Mrs. Jamie Donovan MD,450.439.7878x96701,179,0.1363099,17,7,Streats of Detroit,Food,217,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
221,George Hernandez,(962)510-7099x0985,182,0.13459559,17,7,Streats of Detroit,Food,217,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
808,Amanda Walter,001-281-949-8475x451,188,0.13426337,17,8,Streats of Detroit,Food,223,Hot Dog,Hot Dog,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true
886,Sydney Anderson,001-842-405-2185x765,190,0.10147933,17,8,Streats of Detroit,Food,223,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
871,William Rivera,450.674.1796x78310,192,0.120213255,17,8,Streats of Detroit,Food,223,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
845,Amy Mata,(970)219-3600,198,0.079021454,17,9,Streats of Detroit,Food,227,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
160,Amy Allen,6348360541,214,0.07499525,17,10,Streats of Detroit,Food,238,Snack,Cheese Cups,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/51_Cheese_Cups.jpg?raw=true
255,Bradley Caldwell,223.303.5068,215,0.14981411,17,10,Streats of Detroit,Food,238,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
916,Christopher Scott,842-206-7750,231,0.14658444,17,12,Streats of Detroit,Food,244,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
721,Keith Nelson,(490)969-3335,242,0.17811996,19,1,Tailgate Grill,Food,120,Sandwich,Chicken Tenders with Fries,17.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/38_Wing_Dings_Fries.jpg?raw=true
655,Mary Allison,001-636-296-9506x9643,248,0.081733525,19,1,Tailgate Grill,Food,120,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
808,Amanda Walter,001-281-949-8475x451,286,0.1289924,20,3,Turf Tavern,Bar,132,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
864,Troy Lopez,489.450.1024x7195,288,0.101268545,20,3,Turf Tavern,Bar,236,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
811,Dr. Rebecca Walker,735.534.5469x232,303,0.068097234,23,1,Kickoff Classics,Food,208,Nachos,Nacho Grande,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/32_Nacho_Grande.png?raw=true
674,Thomas Carroll,001-667-203-5569x94744,309,0.12702933,23,1,Kickoff Classics,Food,208,Snack,Bottomless Souvenir Popcorn,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
708,Summer Chung,816-718-1623,312,0.0976143,23,1,Kickoff Classics,Food,208,Sandwich,Chicken Tender Basket,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/13_chicken_wing.jpg?raw=true
856,Kirsten Mclean,(874)487-6874x97904,314,0.123046726,24,1,Novella's Pizza,Food,212,Pizza,Pepperoni Pizza,12.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/36_Sausage_Peppers_Pizza.jpeg?raw=true
839,Mary Dunn,772.873.6535,320,0.2062401,24,1,Novella's Pizza,Food,212,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
883,David Garrison,285-695-3105x3365,326,0.17926951,25,1,Sonny's Hamburgers,Food,208,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
809,Scott Hoover,200-496-7282x500,327,0.17550889,25,1,Sonny's Hamburgers,Food,208,Non-Alcoholic,Bottomless Souvenir Soda,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/25_color_juice.jpg?raw=true
622,Joshua Harding,+1-654-231-3621x41288,338,0.17995445,26,1,South East Pub,Bar,206,Alcohol,Seltzer,12.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/30_Seltzer.jpg?raw=true
880,Joseph French,622-869-6719,341,0.113879405,26,2,South East Pub,Bar,214,Alcohol,Premium Cocktail,15.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/25_color_juice.jpg?raw=true
818,Michael Edwards,001-246-432-8675x22654,346,0.07800811,26,2,South East Pub,Bar,214,Alcohol,Craft Beer,14.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/26_cluft_beer.jpg?raw=true
592,James Bailey,(540)750-3952x13233,348,0.069984406,26,2,South East Pub,Bar,214,Alcohol,Wine,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/28_wine.png?raw=true
464,Sarah Sanchez,875.896.1094,350,0.15163428,27,1,South Club Cafe,Food,214,Snack,Cake Slice,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/46_Cake_Slice.jpg?raw=true
737,Barbara Zimmerman,981-909-7357x0272,11,0.10816056,2,1,Big Boy,Food,108,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
850,Kristen Walter,+1-344-764-2123x5942,19,0.07612314,2,2,Big Boy,Food,127,Non-Alcoholic,Regular or Large Soda,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/23_red_jouce.jpg?raw=true
783,Elizabeth Owen,001-685-233-5575x1608,27,0.051169425,2,3,Big Boy,Food,230,Alcohol,Domestic Beer,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/27_druft_beer.jpg?raw=true
889,Tom Moyer,750.680.2834,31,0.19451338,3,2,Coppercraft Distillery,Bar,121,Alcohol,Cocktails and Domestic Beer,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/26_cluft_beer.jpg?raw=true
160,Amy Allen,6348360541,40,0.07770042,5,1,Downtown Counter,Food,139,Hot Dog,Hot Dog,,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true
803,Christie Neal,001-236-502-3782x5949,41,0.22667208,5,1,Downtown Counter,Food,139,Snack,Bottomless Souvenir Popcorn,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
526,Charles Hamilton,+1-323-666-2239x557,53,0.0645219,6,1,Goal Post Grill & Pizzeria,Food,119,Snack,Peanuts,7.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/48_Peanuts.jpg?raw=true
854,Amanda Gonzalez,6635282460,70,0.10485323,9,2,Hungry Howie's,Food,123,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
538,Jill Mcintosh,001-706-207-5939,77,0.09049222,9,4,Hungry Howie's,Food,226,Pizza,Cheese Pizza,12.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/05_pizza.jpg?raw=true
862,Katelyn Smith,232.802.9701,78,0.09096256,9,4,Hungry Howie's,Food,226,Pizza,Pepperoni Pizza,11.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/36_Sausage_Peppers_Pizza.jpeg?raw=true
716,Robert Leon,+1-418-540-7659,85,0.09808539,11,1,Lefty's Cheesesteaks,Food,103,Sandwich,Lefty's Cheesteak,16.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/15_sandwiches.jpg?raw=true
812,Jasmine Robles,001-935-321-8680x2356,88,0.115773275,11,1,Lefty's Cheesesteaks,Food,103,Sandwich,Chicken Hoagie,15.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/40_Chicken_Hoagie.png?raw=true
695,John Khan,+1-818-565-2462x04815,104,0.20235482,16,1,Snack Zone,Food,117,Snack,Cheese Chips,9.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/50_Cheese_Chips.jpg?raw=true
885,Lisa Allen,+1-883-722-7675x9764,112,0.07900414,17,1,Streats of Detroit,Food,109,Snack,Popcorn,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
809,Scott Hoover,200-496-7282x500,113,0.16981171,17,1,Streats of Detroit,Food,109,Pretzels,Pretzel,7.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
23,Shane Greene,603.315.7009x31909,120,0.0741409,17,2,Streats of Detroit,Food,120,Hot Dog,Value Meal,13.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true
893,Mrs. Jamie Donovan MD,450.439.7878x96701,124,0.12871268,17,2,Streats of Detroit,Food,120,Pretzels,Pretzel,8.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/37_Pretzels.jpg?raw=true
855,Douglas Mckenzie,844-584-4082x774,131,0.14500615,17,3,Streats of Detroit,Food,124,Hot Dog,Value Meal,13.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true
846,Angela Lawrence,001-752-312-0675x6457,134,0.1409308,17,3,Streats of Detroit,Food,124,Snack,Popcorn,7.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/44_Popcorn.jpg?raw=true
58,Matthew Taylor,674-554-1795x821,139,0.12424228,17,3,Streats of Detroit,Food,124,Non-Alcoholic,Regular or Large Soda,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/23_red_jouce.jpg?raw=true
878,Megan Crawford,(790)450-1616x3487,140,0.08288544,17,3,Streats of Detroit,Food,124,Water,Bottled Water,10.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/52_Bottled_Water.jpg?raw=true
852,Sharon Wood,727.846.5120,141,0.09364259,17,3,Streats of Detroit,Food,124,Non-Alcoholic,Gatorade,9.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/23_red_jouce.jpg?raw=true
614,Lori Bailey,710-569-4994,142,0.0662406,17,4,Streats of Detroit,Food,126,Hot Dog,Value Meal,13.0,null,https://github.com/komae5519pv/komae_dbdemos/blob/main/product_recommendation_20250411/_images/11_hotdog.jpg?raw=true
